age,male_death_prob,male_n_lives,male_life_expectancy,female_death_prob,female_n_lives,female_life_expectancy,year
0,0.007474,"100,000",74.83,0.006091,"100,000",79.96,2004
1,0.000513,"99,253",74.4,0.000461,"99,391",79.45,2004
2,0.000328,"99,202",73.43,0.000268,"99,345",78.49,2004
3,0.000247,"99,169",72.46,0.000195,"99,318",77.51,2004
4,0.000205,"99,145",71.47,0.000166,"99,299",76.52,2004
5,0.000189,"99,124",70.49,0.000148,"99,283",75.54,2004
6,0.000182,"99,106",69.5,0.000138,"99,268",74.55,2004
7,0.000172,"99,088",68.52,0.00013,"99,254",73.56,2004
8,0.000153,"99,071",67.53,0.000122,"99,241",72.57,2004
9,0.000126,"99,055",66.54,0.000113,"99,229",71.58,2004
10,0.000102,"99,043",65.55,0.000107,"99,218",70.58,2004
11,0.000104,"99,033",64.55,0.00011,"99,207",69.59,2004
12,0.000156,"99,022",63.56,0.000133,"99,196",68.6,2004
13,0.000273,"99,007",62.57,0.000178,"99,183",67.61,2004
14,0.000435,"98,980",61.59,0.000238,"99,166",66.62,2004
15,0.000613,"98,937",60.61,0.000308,"99,142",65.64,2004
16,0.000782,"98,876",59.65,0.000372,"99,111",64.66,2004
17,0.000935,"98,799",58.7,0.000421,"99,075",63.68,2004
18,0.001061,"98,707",57.75,0.000445,"99,033",62.71,2004
19,0.001162,"98,602",56.81,0.000451,"98,989",61.74,2004
20,0.001264,"98,487",55.88,0.000454,"98,944",60.76,2004
21,0.001361,"98,363",54.95,0.000462,"98,899",59.79,2004
22,0.001422,"98,229",54.02,0.000469,"98,854",58.82,2004
23,0.001438,"98,089",53.1,0.00048,"98,807",57.84,2004
24,0.00142,"97,948",52.17,0.000493,"98,760",56.87,2004
25,0.001392,"97,809",51.25,0.000507,"98,711",55.9,2004
26,0.001368,"97,673",50.32,0.000523,"98,661",54.93,2004
27,0.001349,"97,539",49.38,0.000542,"98,609",53.96,2004
28,0.001341,"97,408",48.45,0.000564,"98,556",52.99,2004
29,0.001344,"97,277",47.52,0.00059,"98,500",52.02,2004
30,0.001352,"97,146",46.58,0.000621,"98,442",51.05,2004
31,0.001367,"97,015",45.64,0.000659,"98,381",50.08,2004
32,0.001404,"96,882",44.7,0.000705,"98,316",49.11,2004
33,0.001467,"96,746",43.76,0.000761,"98,247",48.14,2004
34,0.001555,"96,604",42.83,0.000825,"98,172",47.18,2004
35,0.001662,"96,454",41.89,0.000898,"98,091",46.22,2004
36,0.001782,"96,294",40.96,0.000979,"98,003",45.26,2004
37,0.001918,"96,122",40.04,0.001074,"97,907",44.3,2004
38,0.002068,"95,938",39.11,0.001183,"97,802",43.35,2004
39,0.002235,"95,740",38.19,0.001306,"97,686",42.4,2004
40,0.00242,"95,526",37.28,0.001439,"97,559",41.46,2004
41,0.002629,"95,294",36.36,0.001581,"97,418",40.52,2004
42,0.002863,"95,044",35.46,0.001732,"97,264",39.58,2004
43,0.003127,"94,772",34.56,0.001891,"97,096",38.65,2004
44,0.003418,"94,475",33.67,0.002059,"96,912",37.72,2004
45,0.003732,"94,153",32.78,0.002244,"96,713",36.8,2004
46,0.004067,"93,801",31.9,0.002441,"96,496",35.88,2004
47,0.004424,"93,420",31.03,0.002634,"96,260",34.96,2004
48,0.004805,"93,006",30.17,0.002815,"96,007",34.06,2004
49,0.005208,"92,560",29.31,0.002997,"95,736",33.15,2004
50,0.005657,"92,077",28.46,0.003198,"95,449",32.25,2004
51,0.006134,"91,557",27.62,0.003431,"95,144",31.35,2004
52,0.006595,"90,995",26.79,0.003696,"94,818",30.46,2004
53,0.007027,"90,395",25.96,0.003998,"94,467",29.57,2004
54,0.007457,"89,760",25.14,0.004341,"94,090",28.68,2004
55,0.007921,"89,090",24.33,0.004722,"93,681",27.81,2004
56,0.008467,"88,385",23.52,0.005148,"93,239",26.94,2004
57,0.009121,"87,636",22.71,0.005627,"92,759",26.07,2004
58,0.009912,"86,837",21.92,0.006166,"92,237",25.22,2004
59,0.010827,"85,976",21.13,0.006765,"91,668",24.37,2004
60,0.011858,"85,045",20.36,0.007445,"91,048",23.53,2004
61,0.012966,"84,037",19.6,0.008187,"90,370",22.71,2004
62,0.014123,"82,947",18.85,0.008959,"89,630",21.89,2004
63,0.015312,"81,776",18.11,0.009747,"88,827",21.08,2004
64,0.016567,"80,524",17.38,0.010582,"87,962",20.29,2004
65,0.017976,"79,190",16.67,0.011511,"87,031",19.5,2004
66,0.019564,"77,766",15.96,0.012572,"86,029",18.72,2004
67,0.021291,"76,245",15.27,0.013772,"84,947",17.95,2004
68,0.023162,"74,621",14.59,0.01513,"83,777",17.19,2004
69,0.025217,"72,893",13.93,0.016651,"82,510",16.45,2004
70,0.027533,"71,055",13.27,0.018406,"81,136",15.72,2004
71,0.030131,"69,098",12.64,0.020342,"79,643",15.01,2004
72,0.032978,"67,016",12.01,0.022346,"78,023",14.31,2004
73,0.036086,"64,806",11.41,0.024382,"76,279",13.62,2004
74,0.039506,"62,468",10.81,0.026551,"74,419",12.95,2004
75,0.043415,"60,000",10.24,0.029073,"72,443",12.29,2004
76,0.047789,"57,395",9.68,0.032023,"70,337",11.64,2004
77,0.052464,"54,652",9.14,0.035307,"68,085",11.01,2004
78,0.057413,"51,785",8.62,0.038949,"65,681",10.4,2004
79,0.062789,"48,812",8.11,0.043047,"63,123",9.8,2004
80,0.068836,"45,747",7.62,0.047769,"60,405",9.22,2004
81,0.075724,"42,598",7.15,0.05319,"57,520",8.65,2004
82,0.083466,"39,372",6.7,0.059279,"54,460",8.11,2004
83,0.092144,"36,086",6.26,0.06608,"51,232",7.59,2004
84,0.101803,"32,761",5.84,0.073685,"47,847",7.09,2004
85,0.112468,"29,426",5.45,0.082199,"44,321",6.62,2004
86,0.124164,"26,116",5.08,0.091712,"40,678",6.17,2004
87,0.136917,"22,874",4.73,0.102294,"36,947",5.74,2004
88,0.150754,"19,742",4.4,0.11399,"33,168",5.33,2004
89,0.165704,"16,766",4.09,0.12682,"29,387",4.96,2004
90,0.181789,"13,988",3.8,0.140793,"25,660",4.6,2004
91,0.199019,"11,445",3.54,0.155906,"22,047",4.28,2004
92,0.217396,"9,167",3.29,0.172147,"18,610",3.97,2004
93,0.236906,"7,174",3.06,0.189496,"15,406",3.7,2004
94,0.257525,"5,475",2.86,0.207925,"12,487",3.44,2004
95,0.278031,"4,065",2.68,0.226597,"9,891",3.22,2004
96,0.298111,"2,935",2.52,0.245258,"7,649",3.01,2004
97,0.317432,"2,060",2.38,0.263628,"5,773",2.83,2004
98,0.335655,"1,406",2.25,0.28141,"4,251",2.66,2004
99,0.352438,934,2.13,0.298294,"3,055",2.5,2004
100,0.37006,605,2.02,0.316192,"2,144",2.36,2004
101,0.388563,381,1.91,0.335163,"1,466",2.22,2004
102,0.407991,233,1.81,0.355273,975,2.08,2004
103,0.42839,138,1.71,0.37659,628,1.95,2004
104,0.44981,79,1.61,0.399185,392,1.83,2004
105,0.4723,43,1.52,0.423136,235,1.71,2004
106,0.495915,23,1.43,0.448524,136,1.6,2004
107,0.520711,12,1.35,0.475436,75,1.49,2004
108,0.546747,6,1.26,0.503962,39,1.39,2004
109,0.574084,3,1.19,0.534199,19,1.29,2004
110,0.602788,1,1.11,0.566251,9,1.2,2004
111,0.632928,0,1.04,0.600226,4,1.11,2004
112,0.664574,0,0.97,0.63624,2,1.03,2004
113,0.697803,0,0.91,0.674414,1,0.95,2004
114,0.732693,0,0.84,0.714879,0,0.87,2004
115,0.769327,0,0.78,0.757772,0,0.8,2004
116,0.807794,0,0.72,0.803238,0,0.73,2004
117,0.848183,0,0.67,0.848183,0,0.67,2004
118,0.890592,0,0.62,0.890592,0,0.62,2004
119,0.935122,0,0.57,0.935122,0,0.57,2004
0,0.007566,"100,000",74.81,0.006156,"100,000",79.95,2005
1,0.000522,"99,243",74.38,0.000416,"99,384",79.45,2005
2,0.000358,"99,192",73.42,0.000257,"99,343",78.48,2005
3,0.000255,"99,156",72.45,0.000181,"99,318",77.5,2005
4,0.000204,"99,131",71.47,0.000155,"99,300",76.52,2005
5,0.000184,"99,111",70.48,0.000147,"99,284",75.53,2005
6,0.000174,"99,092",69.49,0.000142,"99,270",74.54,2005
7,0.000163,"99,075",68.51,0.000137,"99,255",73.55,2005
8,0.000143,"99,059",67.52,0.000129,"99,242",72.56,2005
9,0.000117,"99,045",66.53,0.000117,"99,229",71.57,2005
10,0.000096,"99,033",65.53,0.000107,"99,217",70.58,2005
11,0.000101,"99,024",64.54,0.000106,"99,207",69.58,2005
12,0.000155,"99,014",63.55,0.000123,"99,196",68.59,2005
13,0.000272,"98,998",62.56,0.000162,"99,184",67.6,2005
14,0.000435,"98,971",61.57,0.000218,"99,168",66.61,2005
15,0.000613,"98,928",60.6,0.000282,"99,146",65.62,2005
16,0.000781,"98,868",59.64,0.000342,"99,118",64.64,2005
17,0.00094,"98,791",58.68,0.00039,"99,085",63.67,2005
18,0.001077,"98,698",57.74,0.00042,"99,046",62.69,2005
19,0.001195,"98,591",56.8,0.000437,"99,004",61.72,2005
20,0.001314,"98,474",55.87,0.000454,"98,961",60.74,2005
21,0.001427,"98,344",54.94,0.000473,"98,916",59.77,2005
22,0.001496,"98,204",54.02,0.000487,"98,869",58.8,2005
23,0.00151,"98,057",53.1,0.000497,"98,821",57.83,2005
24,0.001482,"97,909",52.18,0.000505,"98,772",56.86,2005
25,0.001439,"97,764",51.25,0.000512,"98,722",55.88,2005
26,0.001404,"97,623",50.33,0.000522,"98,672",54.91,2005
27,0.00138,"97,486",49.4,0.000538,"98,620",53.94,2005
28,0.001376,"97,351",48.47,0.000564,"98,567",52.97,2005
29,0.00139,"97,218",47.53,0.000597,"98,511",52,2005
30,0.001413,"97,082",46.6,0.000636,"98,453",51.03,2005
31,0.001439,"96,945",45.66,0.000681,"98,390",50.06,2005
32,0.001474,"96,806",44.73,0.00073,"98,323",49.1,2005
33,0.001521,"96,663",43.79,0.000784,"98,251",48.13,2005
34,0.001581,"96,516",42.86,0.000844,"98,174",47.17,2005
35,0.001653,"96,363",41.93,0.000911,"98,091",46.21,2005
36,0.001745,"96,204",40.99,0.000988,"98,002",45.25,2005
37,0.001869,"96,036",40.06,0.00108,"97,905",44.29,2005
38,0.002028,"95,857",39.14,0.001187,"97,799",43.34,2005
39,0.002219,"95,662",38.22,0.001309,"97,683",42.39,2005
40,0.002436,"95,450",37.3,0.001442,"97,556",41.45,2005
41,0.00267,"95,218",36.39,0.001584,"97,415",40.51,2005
42,0.002918,"94,963",35.49,0.001736,"97,261",39.57,2005
43,0.003176,"94,686",34.59,0.001896,"97,092",38.64,2005
44,0.003448,"94,385",33.7,0.002066,"96,908",37.71,2005
45,0.003738,"94,060",32.81,0.00225,"96,707",36.79,2005
46,0.004055,"93,708",31.93,0.002446,"96,490",35.87,2005
47,0.00441,"93,328",31.06,0.002647,"96,254",34.96,2005
48,0.004809,"92,917",30.2,0.00285,"95,999",34.05,2005
49,0.005245,"92,470",29.34,0.00306,"95,725",33.14,2005
50,0.00573,"91,985",28.49,0.003295,"95,432",32.24,2005
51,0.006237,"91,458",27.65,0.003555,"95,118",31.35,2005
52,0.006716,"90,888",26.83,0.003821,"94,780",30.46,2005
53,0.007148,"90,277",26,0.00409,"94,418",29.57,2005
54,0.007565,"89,632",25.19,0.004374,"94,032",28.69,2005
55,0.008007,"88,954",24.37,0.004686,"93,620",27.82,2005
56,0.008531,"88,242",23.57,0.00505,"93,182",26.94,2005
57,0.00917,"87,489",22.77,0.005493,"92,711",26.08,2005
58,0.009955,"86,686",21.97,0.006031,"92,202",25.22,2005
59,0.010869,"85,823",21.19,0.006653,"91,646",24.37,2005
60,0.011908,"84,891",20.42,0.007365,"91,036",23.53,2005
61,0.013015,"83,880",19.66,0.00813,"90,365",22.7,2005
62,0.014131,"82,788",18.91,0.008907,"89,631",21.88,2005
63,0.015226,"81,618",18.17,0.009676,"88,832",21.08,2005
64,0.016354,"80,376",17.44,0.010475,"87,973",20.28,2005
65,0.017609,"79,061",16.73,0.011366,"87,051",19.49,2005
66,0.019066,"77,669",16.02,0.012397,"86,062",18.7,2005
67,0.020735,"76,188",15.32,0.013571,"84,995",17.93,2005
68,0.022655,"74,608",14.63,0.01491,"83,842",17.17,2005
69,0.024826,"72,918",13.96,0.016419,"82,592",16.42,2005
70,0.027295,"71,108",13.3,0.01816,"81,235",15.69,2005
71,0.030012,"69,167",12.66,0.020086,"79,760",14.97,2005
72,0.032897,"67,091",12.04,0.022104,"78,158",14.27,2005
73,0.035926,"64,884",11.43,0.024183,"76,431",13.58,2005
74,0.039188,"62,553",10.84,0.026414,"74,582",12.9,2005
75,0.042921,"60,102",10.26,0.029029,"72,612",12.24,2005
76,0.047157,"57,522",9.7,0.032067,"70,504",11.59,2005
77,0.051737,"54,809",9.15,0.035389,"68,243",10.96,2005
78,0.056658,"51,974",8.63,0.038996,"65,828",10.34,2005
79,0.062061,"49,029",8.11,0.043018,"63,261",9.74,2005
80,0.068216,"45,986",7.62,0.047669,"60,540",9.16,2005
81,0.075229,"42,849",7.14,0.053073,"57,654",8.59,2005
82,0.08302,"39,626",6.68,0.059222,"54,594",8.04,2005
83,0.091635,"36,336",6.24,0.066184,"51,361",7.52,2005
84,0.101194,"33,006",5.82,0.074036,"47,962",7.02,2005
85,0.111834,"29,666",5.41,0.082854,"44,411",6.54,2005
86,0.123673,"26,349",5.03,0.092709,"40,731",6.08,2005
87,0.136793,"23,090",4.67,0.103657,"36,955",5.65,2005
88,0.151241,"19,931",4.34,0.115742,"33,124",5.25,2005
89,0.167026,"16,917",4.02,0.128995,"29,291",4.87,2005
90,0.18414,"14,091",3.72,0.143437,"25,512",4.52,2005
91,0.202559,"11,497",3.45,0.159077,"21,853",4.19,2005
92,0.222243,"9,168",3.2,0.175914,"18,377",3.89,2005
93,0.243144,"7,130",2.97,0.193937,"15,144",3.61,2005
94,0.265201,"5,397",2.77,0.213123,"12,207",3.36,2005
95,0.287099,"3,965",2.59,0.232548,"9,605",3.13,2005
96,0.308468,"2,827",2.43,0.251932,"7,372",2.93,2005
97,0.328915,"1,955",2.29,0.270971,"5,514",2.75,2005
98,0.348039,"1,312",2.16,0.289339,"4,020",2.58,2005
99,0.365441,855,2.05,0.3067,"2,857",2.43,2005
100,0.383713,543,1.94,0.325102,"1,981",2.29,2005
101,0.402899,334,1.83,0.344608,"1,337",2.15,2005
102,0.423044,200,1.73,0.365284,876,2.02,2005
103,0.444196,115,1.63,0.387201,556,1.89,2005
104,0.466406,64,1.54,0.410433,341,1.77,2005
105,0.489726,34,1.45,0.435059,201,1.66,2005
106,0.514213,17,1.37,0.461163,114,1.55,2005
107,0.539923,8,1.28,0.488833,61,1.44,2005
108,0.566919,4,1.21,0.518162,31,1.34,2005
109,0.595265,2,1.13,0.549252,15,1.25,2005
110,0.625029,1,1.06,0.582207,7,1.16,2005
111,0.65628,0,0.99,0.61714,3,1.07,2005
112,0.689094,0,0.92,0.654168,1,0.99,2005
113,0.723549,0,0.86,0.693418,0,0.91,2005
114,0.759726,0,0.8,0.735023,0,0.84,2005
115,0.797713,0,0.74,0.779125,0,0.76,2005
116,0.837598,0,0.68,0.825872,0,0.7,2005
117,0.879478,0,0.63,0.875425,0,0.63,2005
118,0.923452,0,0.58,0.923452,0,0.58,2005
119,0.969625,0,0.53,0.969625,0,0.53,2005
0,0.007349,"100,000",75.1,0.006055,"100,000",80.21,2006
1,0.000465,"99,265",74.66,0.000433,"99,395",79.7,2006
2,0.000321,"99,219",73.69,0.000276,"99,351",78.73,2006
3,0.000244,"99,187",72.72,0.000184,"99,324",77.75,2006
4,0.000194,"99,163",71.74,0.00016,"99,306",76.77,2006
5,0.000181,"99,144",70.75,0.000144,"99,290",75.78,2006
6,0.000174,"99,126",69.76,0.000133,"99,276",74.79,2006
7,0.000163,"99,108",68.77,0.000124,"99,262",73.8,2006
8,0.000142,"99,092",67.79,0.000113,"99,250",72.81,2006
9,0.000112,"99,078",66.79,0.000102,"99,239",71.82,2006
10,0.000085,"99,067",65.8,0.000093,"99,229",70.82,2006
11,0.000085,"99,059",64.81,0.000094,"99,220",69.83,2006
12,0.000135,"99,050",63.81,0.000113,"99,210",68.84,2006
13,0.000251,"99,037",62.82,0.000153,"99,199",67.85,2006
14,0.000416,"99,012",61.84,0.00021,"99,184",66.86,2006
15,0.000595,"98,971",60.86,0.000274,"99,163",65.87,2006
16,0.000765,"98,912",59.9,0.000335,"99,136",64.89,2006
17,0.000928,"98,836",58.94,0.000385,"99,103",63.91,2006
18,0.001077,"98,745",58,0.000418,"99,064",62.93,2006
19,0.001208,"98,638",57.06,0.000438,"99,023",61.96,2006
20,0.001343,"98,519",56.13,0.000457,"98,980",60.99,2006
21,0.00147,"98,387",55.2,0.000479,"98,934",60.01,2006
22,0.001549,"98,242",54.28,0.000497,"98,887",59.04,2006
23,0.001567,"98,090",53.37,0.000511,"98,838",58.07,2006
24,0.00154,"97,936",52.45,0.000523,"98,787",57.1,2006
25,0.001496,"97,785",51.53,0.000536,"98,736",56.13,2006
26,0.001459,"97,639",50.61,0.00055,"98,683",55.16,2006
27,0.001432,"97,497",49.68,0.000567,"98,629",54.19,2006
28,0.001426,"97,357",48.75,0.000588,"98,573",53.22,2006
29,0.001436,"97,218",47.82,0.000612,"98,515",52.25,2006
30,0.001454,"97,079",46.89,0.000641,"98,454",51.28,2006
31,0.001473,"96,938",45.96,0.000677,"98,391",50.32,2006
32,0.001504,"96,795",45.02,0.00072,"98,325",49.35,2006
33,0.001546,"96,649",44.09,0.000772,"98,254",48.39,2006
34,0.001603,"96,500",43.16,0.000833,"98,178",47.42,2006
35,0.001673,"96,345",42.23,0.000903,"98,096",46.46,2006
36,0.001761,"96,184",41.3,0.000982,"98,008",45.5,2006
37,0.001876,"96,014",40.37,0.001073,"97,911",44.55,2006
38,0.002021,"95,834",39.44,0.001179,"97,806",43.59,2006
39,0.002193,"95,641",38.52,0.001299,"97,691",42.65,2006
40,0.002391,"95,431",37.61,0.00143,"97,564",41.7,2006
41,0.002607,"95,203",36.69,0.00157,"97,425",40.76,2006
42,0.002842,"94,955",35.79,0.00172,"97,272",39.82,2006
43,0.003091,"94,685",34.89,0.001878,"97,104",38.89,2006
44,0.00336,"94,392",34,0.002046,"96,922",37.96,2006
45,0.003646,"94,075",33.11,0.002229,"96,724",37.04,2006
46,0.00396,"93,732",32.23,0.002423,"96,508",36.12,2006
47,0.004316,"93,361",31.35,0.002622,"96,274",35.21,2006
48,0.004721,"92,958",30.49,0.002826,"96,022",34.3,2006
49,0.005166,"92,519",29.63,0.003038,"95,750",33.39,2006
50,0.00566,"92,041",28.78,0.003275,"95,460",32.49,2006
51,0.006171,"91,520",27.94,0.003535,"95,147",31.6,2006
52,0.006653,"90,955",27.11,0.003798,"94,811",30.71,2006
53,0.007085,"90,350",26.29,0.004061,"94,450",29.83,2006
54,0.007498,"89,710",25.48,0.004338,"94,067",28.94,2006
55,0.007936,"89,037",24.66,0.00464,"93,659",28.07,2006
56,0.008451,"88,331",23.86,0.004993,"93,224",27.2,2006
57,0.009063,"87,584",23.06,0.005419,"92,759",26.33,2006
58,0.009797,"86,790",22.26,0.005936,"92,256",25.47,2006
59,0.010643,"85,940",21.48,0.006534,"91,708",24.62,2006
60,0.011599,"85,026",20.7,0.007219,"91,109",23.78,2006
61,0.012624,"84,039",19.94,0.007956,"90,452",22.95,2006
62,0.013684,"82,978",19.19,0.008698,"89,732",22.13,2006
63,0.014759,"81,843",18.45,0.009424,"88,951",21.32,2006
64,0.01589,"80,635",17.72,0.010174,"88,113",20.52,2006
65,0.017161,"79,354",17,0.011009,"87,217",19.72,2006
66,0.01861,"77,992",16.28,0.011986,"86,257",18.94,2006
67,0.020216,"76,540",15.58,0.013117,"85,223",18.16,2006
68,0.021992,"74,993",14.89,0.01443,"84,105",17.4,2006
69,0.023966,"73,344",14.22,0.015924,"82,891",16.64,2006
70,0.026212,"71,586",13.55,0.017646,"81,571",15.9,2006
71,0.028725,"69,710",12.91,0.019544,"80,132",15.18,2006
72,0.03145,"67,707",12.27,0.021523,"78,566",14.47,2006
73,0.034385,"65,578",11.65,0.023551,"76,875",13.78,2006
74,0.037599,"63,323",11.05,0.025717,"75,064",13.1,2006
75,0.041267,"60,942",10.46,0.028247,"73,134",12.43,2006
76,0.045411,"58,427",9.89,0.031187,"71,068",11.78,2006
77,0.049921,"55,774",9.34,0.034405,"68,852",11.14,2006
78,0.054797,"52,990",8.8,0.037905,"66,483",10.52,2006
79,0.060154,"50,086",8.29,0.041808,"63,963",9.92,2006
80,0.066266,"47,073",7.78,0.046337,"61,289",9.33,2006
81,0.073175,"43,954",7.3,0.051587,"58,449",8.76,2006
82,0.080723,"40,737",6.84,0.057503,"55,433",8.21,2006
83,0.088916,"37,449",6.39,0.064135,"52,246",7.68,2006
84,0.097922,"34,119",5.97,0.071587,"48,895",7.17,2006
85,0.107951,"30,778",5.56,0.079984,"45,395",6.68,2006
86,0.119182,"27,456",5.18,0.089431,"41,764",6.22,2006
87,0.131736,"24,183",4.81,0.100009,"38,029",5.78,2006
88,0.145669,"20,998",4.46,0.111773,"34,226",5.37,2006
89,0.160978,"17,939",4.14,0.124745,"30,400",4.98,2006
90,0.177636,"15,051",3.84,0.138938,"26,608",4.62,2006
91,0.195594,"12,378",3.56,0.154348,"22,911",4.28,2006
92,0.214792,"9,957",3.3,0.170963,"19,375",3.98,2006
93,0.235163,"7,818",3.07,0.188761,"16,062",3.69,2006
94,0.256634,"5,979",2.86,0.207711,"13,030",3.44,2006
95,0.277945,"4,445",2.67,0.226885,"10,324",3.2,2006
96,0.298731,"3,209",2.51,0.245997,"7,982",3,2006
97,0.318602,"2,251",2.36,0.264731,"6,018",2.81,2006
98,0.337164,"1,534",2.24,0.282754,"4,425",2.65,2006
99,0.354023,"1,017",2.12,0.299719,"3,174",2.49,2006
100,0.371724,657,2.01,0.317702,"2,223",2.35,2006
101,0.39031,413,1.9,0.336764,"1,516",2.2,2006
102,0.409825,252,1.8,0.35697,"1,006",2.07,2006
103,0.430317,148,1.7,0.378389,647,1.94,2006
104,0.451833,85,1.6,0.401092,402,1.82,2006
105,0.474424,46,1.51,0.425157,241,1.7,2006
106,0.498145,24,1.42,0.450667,138,1.59,2006
107,0.523053,12,1.34,0.477707,76,1.48,2006
108,0.549205,6,1.26,0.506369,40,1.38,2006
109,0.576666,3,1.18,0.536751,20,1.28,2006
110,0.605499,1,1.11,0.568956,9,1.19,2006
111,0.635774,0,1.03,0.603094,4,1.1,2006
112,0.667563,0,0.97,0.639279,2,1.02,2006
113,0.700941,0,0.9,0.677636,1,0.94,2006
114,0.735988,0,0.84,0.718294,0,0.86,2006
115,0.772787,0,0.78,0.761392,0,0.79,2006
116,0.811426,0,0.72,0.807076,0,0.72,2006
117,0.851998,0,0.66,0.851998,0,0.66,2006
118,0.894598,0,0.61,0.894598,0,0.61,2006
119,0.939328,0,0.56,0.939328,0,0.56,2006
0,0.007379,"100,000",75.38,0.006096,"100,000",80.43,2007
1,0.000494,"99,262",74.94,0.000434,"99,390",79.92,2007
2,0.000317,"99,213",73.98,0.000256,"99,347",78.95,2007
3,0.000241,"99,182",73,0.000192,"99,322",77.97,2007
4,0.0002,"99,158",72.02,0.000148,"99,303",76.99,2007
5,0.000179,"99,138",71.03,0.000136,"99,288",76,2007
6,0.000166,"99,120",70.04,0.000128,"99,275",75.01,2007
7,0.000152,"99,104",69.05,0.000122,"99,262",74.02,2007
8,0.000133,"99,089",68.06,0.000115,"99,250",73.03,2007
9,0.000108,"99,075",67.07,0.000106,"99,238",72.04,2007
10,0.000089,"99,065",66.08,0.0001,"99,228",71.04,2007
11,0.000094,"99,056",65.09,0.000102,"99,218",70.05,2007
12,0.000145,"99,047",64.09,0.00012,"99,208",69.06,2007
13,0.000252,"99,032",63.1,0.000157,"99,196",68.07,2007
14,0.000401,"99,007",62.12,0.000209,"99,180",67.08,2007
15,0.000563,"98,968",61.14,0.000267,"99,160",66.09,2007
16,0.000719,"98,912",60.18,0.000323,"99,133",65.11,2007
17,0.000873,"98,841",59.22,0.000369,"99,101",64.13,2007
18,0.001017,"98,754",58.27,0.000401,"99,064",63.15,2007
19,0.001148,"98,654",57.33,0.000422,"99,025",62.18,2007
20,0.001285,"98,541",56.4,0.000441,"98,983",61.2,2007
21,0.001412,"98,414",55.47,0.000463,"98,939",60.23,2007
22,0.001493,"98,275",54.54,0.000483,"98,894",59.26,2007
23,0.001513,"98,128",53.63,0.000499,"98,846",58.29,2007
24,0.001487,"97,980",52.71,0.000513,"98,796",57.32,2007
25,0.001446,"97,834",51.78,0.000528,"98,746",56.35,2007
26,0.001412,"97,693",50.86,0.000544,"98,694",55.38,2007
27,0.001389,"97,555",49.93,0.000563,"98,640",54.4,2007
28,0.001388,"97,419",49,0.000585,"98,584",53.44,2007
29,0.001405,"97,284",48.07,0.000612,"98,527",52.47,2007
30,0.001428,"97,147",47.13,0.000642,"98,466",51.5,2007
31,0.001453,"97,009",46.2,0.000678,"98,403",50.53,2007
32,0.001487,"96,868",45.27,0.000721,"98,336",49.56,2007
33,0.001529,"96,724",44.33,0.000771,"98,266",48.6,2007
34,0.001584,"96,576",43.4,0.00083,"98,190",47.64,2007
35,0.001651,"96,423",42.47,0.000896,"98,108",46.68,2007
36,0.001737,"96,264",41.54,0.000971,"98,020",45.72,2007
37,0.001845,"96,096",40.61,0.001056,"97,925",44.76,2007
38,0.001979,"95,919",39.68,0.001153,"97,822",43.81,2007
39,0.00214,"95,729",38.76,0.00126,"97,709",42.86,2007
40,0.002323,"95,525",37.84,0.001377,"97,586",41.91,2007
41,0.002526,"95,303",36.93,0.001506,"97,452",40.97,2007
42,0.00275,"95,062",36.02,0.00165,"97,305",40.03,2007
43,0.002993,"94,800",35.12,0.00181,"97,144",39.1,2007
44,0.003257,"94,517",34.22,0.001985,"96,968",38.17,2007
45,0.003543,"94,209",33.33,0.002174,"96,776",37.24,2007
46,0.003856,"93,875",32.45,0.002375,"96,566",36.32,2007
47,0.004208,"93,513",31.57,0.002582,"96,336",35.41,2007
48,0.004603,"93,120",30.71,0.002794,"96,087",34.5,2007
49,0.005037,"92,691",29.84,0.003012,"95,819",33.59,2007
50,0.005512,"92,224",28.99,0.003255,"95,530",32.69,2007
51,0.006008,"91,716",28.15,0.003517,"95,219",31.8,2007
52,0.0065,"91,165",27.32,0.003782,"94,885",30.91,2007
53,0.006977,"90,572",26.49,0.004045,"94,526",30.02,2007
54,0.007456,"89,940",25.68,0.004318,"94,143",29.14,2007
55,0.007975,"89,270",24.87,0.004619,"93,737",28.27,2007
56,0.008551,"88,558",24.06,0.004965,"93,304",27.4,2007
57,0.009174,"87,800",23.26,0.005366,"92,841",26.53,2007
58,0.009848,"86,995",22.48,0.00583,"92,342",25.67,2007
59,0.010584,"86,138",21.69,0.006358,"91,804",24.82,2007
60,0.011407,"85,227",20.92,0.006961,"91,220",23.97,2007
61,0.012315,"84,254",20.16,0.007624,"90,585",23.14,2007
62,0.013289,"83,217",19.4,0.008322,"89,895",22.31,2007
63,0.014326,"82,111",18.66,0.009046,"89,147",21.49,2007
64,0.015453,"80,935",17.92,0.009822,"88,340",20.69,2007
65,0.016723,"79,684",17.19,0.010698,"87,473",19.89,2007
66,0.018154,"78,351",16.48,0.011702,"86,537",19.1,2007
67,0.019732,"76,929",15.77,0.012832,"85,524",18.32,2007
68,0.021468,"75,411",15.08,0.014103,"84,427",17.55,2007
69,0.023387,"73,792",14.4,0.015526,"83,236",16.79,2007
70,0.025579,"72,066",13.73,0.017163,"81,944",16.05,2007
71,0.028032,"70,223",13.08,0.018987,"80,537",15.32,2007
72,0.030665,"68,254",12.44,0.020922,"79,008",14.61,2007
